Compound,Count,Date,Negative,Neutral,Positive,Tweet,User
-0.649,61,Fri Sep 28 18:21:01 +0000 2018,0.762,0.238,0.0,The Senate could be forced to delay a vote on Brett Kavanaugh’s confirmation after Republican Sen. Jeff Flake calle… https://t.co/HFqzRINonR,CNN
0.743,62,Fri Sep 28 18:05:11 +0000 2018,0.73,0.0,0.27,BREAKING: The Senate Judiciary Committee has voted 11-10 along party lines to advance the nomination of Supreme Cou… https://t.co/0Dla9bgziK,CNN
0.0,63,Fri Sep 28 17:44:00 +0000 2018,1.0,0.0,0.0,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/uLBAhN5FvQ,CNN
0.66,64,Fri Sep 28 17:37:00 +0000 2018,0.748,0.0,0.252,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/xPBrcEuF7r",CNN
0.153,65,Fri Sep 28 17:30:06 +0000 2018,0.918,0.0,0.082,"America's national parks are warming and drying up faster than the rest of the country, a new study shows https://t.co/WQApdHsWKz",CNN
-0.382,66,Fri Sep 28 17:27:00 +0000 2018,0.696,0.209,0.096,"The Securities and Exchange Commission is suing Tesla CEO Elon Musk for ""false and misleading"" statements to invest… https://t.co/0yMy46rIwE",CNN
0.0,67,Fri Sep 28 17:19:36 +0000 2018,1.0,0.0,0.0,"A US Marine Corps F-35B jet has crashed in Beaufort County, South Carolina, near Marine Corp Air Station Beaufort,… https://t.co/Y8KdB0hkQB",CNN
0.0,68,Fri Sep 28 17:10:12 +0000 2018,1.0,0.0,0.0,"These are the key senators in Kavanaugh's confirmation. What we know about how they'll vote:

Sen. Collins ❓
Sen. M… https://t.co/BZErZhy1l1",CNN
-0.527,69,Fri Sep 28 17:06:06 +0000 2018,0.794,0.206,0.0,BREAKING: An attack on Facebook discovered earlier this week exposed information on nearly 50 million of the social… https://t.co/Tx8p7PBfSc,CNN
0.727,70,Fri Sep 28 17:00:53 +0000 2018,0.724,0.0,0.276,".@chefjoseandres remembers his good friend, Anthony Bourdain and their trip to Asturias, Spain on an all new… https://t.co/gvJkT1Zniw",CNN
-0.402,71,Fri Sep 28 16:43:00 +0000 2018,0.863,0.137,0.0,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/6aE9Zg2ZTD https://t.co/UaW7rRFr4p",CNN
0.294,72,Fri Sep 28 16:30:33 +0000 2018,0.846,0.0,0.154,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/tey6M6LEfv https://t.co/rRPMerbQZt",CNN
0.67,73,Fri Sep 28 16:20:11 +0000 2018,0.664,0.075,0.261,"Sen. Jeff Flake, minutes after he announced he will support Supreme Court nominee Brett Kavanaugh, was confronted a… https://t.co/cGm9vl2Rb7",CNN
0.557,74,Fri Sep 28 16:10:07 +0000 2018,0.833,0.0,0.167,The American Bar Association is calling on the Senate Judiciary Committee to halt consideration of Supreme Court no… https://t.co/bjGFJQZebK,CNN
0.422,75,Fri Sep 28 16:00:06 +0000 2018,0.811,0.0,0.189,Lindsey Graham may have single-handedly saved Brett Kavanaugh's confirmation | Analysis by @CillizzaCNN… https://t.co/KdyfBf3BNP,CNN
0.477,76,Fri Sep 28 15:50:06 +0000 2018,0.838,0.0,0.162,The House Intelligence Committee voted Friday to release transcripts from more than 50 closed-door interviews from… https://t.co/vqdqSVFpUf,CNN
0.34,77,Fri Sep 28 15:41:41 +0000 2018,0.756,0.092,0.151,"JUST IN: Sen. Joe Donnelly, a key Democratic senator, announces he will vote no on Supreme Court nominee Brett Kava… https://t.co/nclckHNdJR",CNN
-0.361,78,Fri Sep 28 15:30:11 +0000 2018,0.681,0.199,0.12,The National Sexual Assault Hotline got a 201% increase in calls during the Kavanaugh hearing… https://t.co/K3WzgxZpxk,CNN
-0.402,79,Fri Sep 28 15:20:04 +0000 2018,0.655,0.222,0.124,"Sen. Dick Durbin: “America is marching forward in the pursuit of justice for women in this country. Sadly, many on… https://t.co/zIwSdWggbT",CNN
-0.572,80,Fri Sep 28 15:15:27 +0000 2018,0.696,0.22,0.084,"Sen. Lindsey Graham: ""This has never been about the truth. This has been about delay and destruction. And if we rew… https://t.co/QQz9cUviep",CNN
-0.649,81,Fri Sep 28 04:51:07 +0000 2018,0.83,0.17,0.0,"Half of the world's killer whales could be wiped out before the end of the century, due to pollution from chemicals… https://t.co/RBMuplHbXi",CNN
0.66,82,Fri Sep 28 04:46:00 +0000 2018,0.748,0.0,0.252,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/g6TXftSkfm",CNN
0.0,83,Fri Sep 28 04:31:07 +0000 2018,1.0,0.0,0.0,"Jeff Bezos' Blue Origin rocket company just scored a major contract.

His company's BE-4 engines will power United… https://t.co/2kN5pq48os",CNN
-0.178,84,Fri Sep 28 04:16:00 +0000 2018,0.922,0.078,0.0,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/v2heOHX71L,CNN
0.361,85,Fri Sep 28 04:01:04 +0000 2018,0.898,0.0,0.102,"Tom Hanks is ready to be your neighbor. Sony Pictures has released the first photo of the actor as Fred Rogers, aka… https://t.co/SSmmVndt1e",CNN
0.557,86,Fri Sep 28 04:00:36 +0000 2018,0.833,0.0,0.167,The American Bar Association is calling on the Senate Judiciary Committee to halt the consideration of Supreme Cour… https://t.co/Y0KaU0WNSM,CNN
0.273,87,Fri Sep 28 03:49:50 +0000 2018,0.884,0.0,0.116,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/49k3GxVv5O,CNN
0.0,88,Fri Sep 28 03:31:06 +0000 2018,1.0,0.0,0.0,Cutting-edge research on an ancient mummy shows that Egyptian were embalming bodies in prehistoric times https://t.co/vjDCkMZIsX,CNN
0.0,89,Fri Sep 28 03:21:01 +0000 2018,1.0,0.0,0.0,The company that owns Arby’s and Buffalo Wild Wings is buying drive-in burger joint Sonic for $2.3 billion… https://t.co/fdRN0fURui,CNN
0.0,90,Fri Sep 28 03:16:02 +0000 2018,1.0,0.0,0.0,10 takeaways from the Brett Kavanaugh-Christine Blasey Ford hearings | Analysis by @CillizzaCNN… https://t.co/FBb8lu6r8t,CNN
0.557,91,Fri Sep 28 03:01:04 +0000 2018,0.825,0.0,0.175,"Fred Guttenberg, the father of a slain Parkland student, said Supreme Court nominee Brett Kavanaugh's life is ""not… https://t.co/j5Jv66wBGy",CNN
0.026,92,Fri Sep 28 02:56:05 +0000 2018,0.795,0.099,0.106,The US military's F-35B joint strike fighter conducted its first-ever airstrike on Thursday https://t.co/bVcALJOmZI,CNN
0.0,93,Fri Sep 28 02:46:06 +0000 2018,1.0,0.0,0.0,What changed after Thursday's hearing? @CNNOpinion asked a group of expert commentators to weigh in with their reac… https://t.co/wTyTfaMMrc,CNN
0.0,94,Fri Sep 28 02:31:06 +0000 2018,1.0,0.0,0.0,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of it… https://t.co/M1OZR3cngB",CNN
0.0,95,Fri Sep 28 02:22:52 +0000 2018,1.0,0.0,0.0,"RT @CuomoPrimeTime: Former Trump aide @MichaelRCaputo says he found Christine Blasey Ford's testimony today “courageous,” but that he “didn…",CNN
0.296,96,Fri Sep 28 02:22:11 +0000 2018,0.7,0.12,0.18,Christine Blasey Ford and Supreme Court nominee Brett Kavanaugh delivered dramatic and contradictory testimonies be… https://t.co/wVxeBl6TaQ,CNN
0.557,97,Fri Sep 28 02:17:40 +0000 2018,0.806,0.0,0.194,A Friday morning committee vote could set up a quick confirmation for Supreme Court nominee Brett Kavanaugh… https://t.co/JwNEON9eRc,CNN
0.153,98,Fri Sep 28 02:16:00 +0000 2018,0.882,0.0,0.118,Watch a seal slap a kayaker in the face -- with an octopus: https://t.co/o5zJ8GzwTI https://t.co/S7igw1GfiT,CNN
-0.402,99,Fri Sep 28 02:14:12 +0000 2018,0.881,0.119,0.0,"RT @CuomoPrimeTime: Lynne Brookes, a former classmate of Kavanaugh, alleges he was misleading about the extent of his drinking at Yale.

“T…",CNN
0.494,100,Fri Sep 28 02:13:57 +0000 2018,0.856,0.0,0.144,RT @CuomoPrimeTime: Former Kavanaugh classmate @DavidMMcintosh vouches for his longtime friend: “What he presented today is who he is. He's…,CNN
0.621,1,Sat Sep 29 20:08:00 +0000 2018,0.612,0.0,0.388,THIS IS FINE. EVERYTHING IS FINE. 😐 #TheResident https://t.co/K2UY5g46WB,FOX
-0.11,2,Sat Sep 29 15:07:00 +0000 2018,0.768,0.126,0.106,When you can't get your friend to commit to going out tonight. 🙄 #STAR https://t.co/J6690L8WjY,FOX
0.151,3,Sat Sep 29 01:56:28 +0000 2018,0.91,0.0,0.09,RT @HellsKitchenFOX: RETWEET if you want to dine with @GordonRamsay! 🍽 #HellsKitchen https://t.co/rK0hnfMGWf,FOX
0.459,4,Sat Sep 29 00:41:20 +0000 2018,0.667,0.0,0.333,You're welcome. 😉 #LastManStanding #TheCoolKids https://t.co/ozOIoTTsgt,FOX
0.0,5,Fri Sep 28 23:00:00 +0000 2018,1.0,0.0,0.0,Trying to describe your weekend plans to your co-workers... #Empire https://t.co/nbspn7Xwt2,FOX
0.0,6,Fri Sep 28 21:00:00 +0000 2018,1.0,0.0,0.0,The heat is turned all the way up. 🔥🔥🔥Season 18 of #HellsKitchen premieres tonight at 9/8c! https://t.co/LjWFth8Da3,FOX
0.67,7,Fri Sep 28 19:26:24 +0000 2018,0.732,0.0,0.268,RT @LastManStanding: RETWEET if you're ready for the premiere of #LastManStanding TONIGHT at 8/7c! 🎉 https://t.co/ITLRPPj9rV,FOX
0.493,8,Fri Sep 28 19:25:59 +0000 2018,0.667,0.106,0.227,RT @JennyChaban: Can't wait to see this show! 😂 https://t.co/sjvr50P2DT,FOX
0.509,9,Fri Sep 28 19:25:52 +0000 2018,0.864,0.0,0.136,"RT @911onFOX: Bobby &amp; Athena's secret is officially OUT! 
😍
What should be their ship name? 👨🏻‍🚒👮🏾‍♀️ #911onFOX https://t.co/pR416cdocV",FOX
0.0,10,Fri Sep 28 19:25:19 +0000 2018,1.0,0.0,0.0,...it is now! 😍😍😍 #911onFOX https://t.co/Vz54dGKMp8,FOX
0.0,11,Fri Sep 28 19:24:17 +0000 2018,1.0,0.0,0.0,"RT @CinemaBlend: The new @FOXTV Friday kicks off tonight at 8PM with @LastManStanding, followed by @TheCoolKidsFOX and @HellsKitchenFOX. #g…",FOX
0.42,12,Fri Sep 28 18:00:02 +0000 2018,0.782,0.0,0.218,Get ready to meet the squad — #TheCoolKids premieres tonight 8:30/7:30c! https://t.co/KoxqHgaVhv,FOX
0.509,13,Fri Sep 28 14:30:01 +0000 2018,0.732,0.0,0.268,Welcome home Baxter Family! #LastManStanding returns tonight at 8/7c. https://t.co/xPiCwSmk7r,FOX
0.0,14,Thu Sep 27 23:00:00 +0000 2018,1.0,0.0,0.0,Bust out those dance moves. #BobsBurgers is back this Sunday at 8:30/7:30! 🕺 https://t.co/bfQ8IfepK1,FOX
0.0,15,Thu Sep 27 20:30:00 +0000 2018,1.0,0.0,0.0,When your partner offers to buy you a few rounds after work. 🍻#LethalWeapon https://t.co/3Xs09WSIWy,FOX
0.0,16,Thu Sep 27 17:30:00 +0000 2018,1.0,0.0,0.0,You've got to see it to believe it. #FamilyGuy returns Sunday at 9/8c! https://t.co/Ti1ot4JMIM,FOX
0.67,17,Thu Sep 27 14:00:02 +0000 2018,0.703,0.0,0.297,When you're giving one of your friends a ride for the first time. 🚗🚨 #911onFOX https://t.co/BoA0nqomDe,FOX
0.648,18,Thu Sep 27 02:59:49 +0000 2018,0.763,0.0,0.237,#Empire and #STAR supports the arts! Thank your arts educator by using #EmpireStarGivesBack or RTing this. We’ll do… https://t.co/USwwF8Ngcr,FOX
0.494,19,Wed Sep 26 23:00:00 +0000 2018,0.814,0.0,0.186,When your friend mentions they're opening a puppy park near the hospital. 🐶 #TheResident https://t.co/fJol8WMut5,FOX
-0.2,20,Wed Sep 26 20:30:00 +0000 2018,0.695,0.171,0.134,Already dreading the end of the weekend? Let #Rel make it better this Sunday at 9:30/8:30c! https://t.co/vEyguFAWXa,FOX
0.493,21,Mon Sep 24 12:32:00 +0000 2018,0.883,0.0,0.117,"Thanks to YOU, we're over 1/4 of the way to our @RedCross goal!  RETWEET now and FOX will donate $1 to Red Cross, u… https://t.co/Fo1UJawVPd",FOX
0.0,22,Mon Sep 24 00:29:24 +0000 2018,1.0,0.0,0.0,@NoMisogynists We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,23,Mon Sep 24 00:29:21 +0000 2018,1.0,0.0,0.0,@Mzfabulouspearl We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,24,Mon Sep 24 00:29:12 +0000 2018,1.0,0.0,0.0,@xx_alyssax We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,25,Mon Sep 24 00:29:06 +0000 2018,1.0,0.0,0.0,@jaredblock12 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,26,Mon Sep 24 00:28:57 +0000 2018,1.0,0.0,0.0,@EvanReal1 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,27,Mon Sep 24 00:28:08 +0000 2018,1.0,0.0,0.0,@gowrysudarsanan We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,28,Mon Sep 24 00:27:57 +0000 2018,1.0,0.0,0.0,@julia_bergeron We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,29,Mon Sep 24 00:27:32 +0000 2018,1.0,0.0,0.0,@RAVEoholic We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,30,Mon Sep 24 00:27:26 +0000 2018,1.0,0.0,0.0,@Zemindar1 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,31,Mon Sep 24 00:26:59 +0000 2018,1.0,0.0,0.0,@visualdestini We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,32,Mon Sep 24 00:26:15 +0000 2018,1.0,0.0,0.0,@Irish85momma We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,33,Mon Sep 24 00:26:13 +0000 2018,1.0,0.0,0.0,@Emilylo45634291 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,34,Mon Sep 24 00:26:06 +0000 2018,1.0,0.0,0.0,@DMcCollick We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,35,Mon Sep 24 00:25:43 +0000 2018,1.0,0.0,0.0,@This12Sassy4U We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,36,Mon Sep 24 00:25:11 +0000 2018,1.0,0.0,0.0,@IamHarritz We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,37,Mon Sep 24 00:24:36 +0000 2018,1.0,0.0,0.0,@benzac_blue We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,38,Mon Sep 24 00:24:24 +0000 2018,1.0,0.0,0.0,@BelBivDeVeau We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,39,Mon Sep 24 00:24:15 +0000 2018,1.0,0.0,0.0,@CindyClp83160 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,40,Mon Sep 24 00:23:59 +0000 2018,1.0,0.0,0.0,@TonyBolongna We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,41,Mon Sep 24 00:11:00 +0000 2018,1.0,0.0,0.0,@djoz18 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,42,Mon Sep 24 00:09:56 +0000 2018,1.0,0.0,0.0,@SuezzySuezzy We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,43,Mon Sep 24 00:09:41 +0000 2018,1.0,0.0,0.0,@ODedOnRealityTV We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,44,Mon Sep 24 00:09:27 +0000 2018,1.0,0.0,0.0,@dazedfflower We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,45,Mon Sep 24 00:09:24 +0000 2018,1.0,0.0,0.0,@ubaldo_garcia50 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,46,Mon Sep 24 00:09:09 +0000 2018,1.0,0.0,0.0,@raverrraven We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,47,Mon Sep 24 00:09:03 +0000 2018,1.0,0.0,0.0,@Sushia We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,48,Mon Sep 24 00:08:32 +0000 2018,1.0,0.0,0.0,@egonzzz1122 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,49,Mon Sep 24 00:08:18 +0000 2018,1.0,0.0,0.0,@kimmy639b We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,50,Mon Sep 24 00:08:03 +0000 2018,1.0,0.0,0.0,@Amber_DHolmes We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,51,Mon Sep 24 00:07:45 +0000 2018,1.0,0.0,0.0,@yamilgulo We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,52,Mon Sep 24 00:07:37 +0000 2018,1.0,0.0,0.0,@nellesworld We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,53,Mon Sep 24 00:07:20 +0000 2018,1.0,0.0,0.0,@MAYKOVER We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,54,Mon Sep 24 00:07:10 +0000 2018,1.0,0.0,0.0,@Fennyjaff We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,55,Mon Sep 24 00:06:56 +0000 2018,1.0,0.0,0.0,@galacticfuck We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,56,Mon Sep 24 00:06:54 +0000 2018,1.0,0.0,0.0,@amysp8 We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,57,Mon Sep 24 00:06:48 +0000 2018,1.0,0.0,0.0,@MeganCamp We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,58,Mon Sep 24 00:06:33 +0000 2018,1.0,0.0,0.0,@Bisbee_Ashley We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,59,Mon Sep 24 00:06:24 +0000 2018,1.0,0.0,0.0,@rahelaellaella We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,60,Mon Sep 24 00:06:07 +0000 2018,1.0,0.0,0.0,@s091209s We're all out of #NationalPreparedness + 🚨 kits! Watch @911onFOX tonight and @ResidentFOX Mondays this fall!,FOX
0.0,61,Sun Sep 23 23:56:25 +0000 2018,1.0,0.0,0.0,@SusanFThibeault You're almost there! Click https://t.co/iitbzkDuI7 to confirm #NationalPreparedness + 🚨,FOX
0.0,62,Sun Sep 23 23:56:23 +0000 2018,1.0,0.0,0.0,@Andyblue373 You're almost there! Click https://t.co/bdgwGZk0l3 to confirm #NationalPreparedness + 🚨,FOX
0.0,63,Sun Sep 23 23:55:54 +0000 2018,1.0,0.0,0.0,@DarkClaws23 You're almost there! Click https://t.co/0sprtnKhOi to confirm #NationalPreparedness + 🚨,FOX
0.0,64,Sun Sep 23 23:55:54 +0000 2018,1.0,0.0,0.0,@shabbygabbyyy You're almost there! Click https://t.co/TMBHnQcREc to confirm #NationalPreparedness + 🚨,FOX
0.361,65,Sun Sep 23 23:55:42 +0000 2018,0.839,0.0,0.161,@JasonWRocco Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/F2xngP5PPe,FOX
0.0,66,Sun Sep 23 23:55:42 +0000 2018,1.0,0.0,0.0,@G_Na14 Click to confirm your order https://t.co/nlNiJfOkbN #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.801,67,Sun Sep 23 23:55:34 +0000 2018,0.556,0.0,0.444,@shelbykovant Congrats! You successfully ordered your #NationalPreparedness + 🚨 kit!,FOX
0.361,68,Sun Sep 23 23:54:57 +0000 2018,0.839,0.0,0.161,@mm34517940 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/p92Tz91j36,FOX
0.801,69,Sun Sep 23 23:54:49 +0000 2018,0.556,0.0,0.444,@victorkid38 Congrats! You successfully ordered your #NationalPreparedness + 🚨 kit!,FOX
0.361,70,Sun Sep 23 23:54:47 +0000 2018,0.839,0.0,0.161,@Morena03111 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/wttRBqD5HM,FOX
0.0,71,Sun Sep 23 23:54:18 +0000 2018,1.0,0.0,0.0,@shelbykovant Click to confirm your order https://t.co/DVva8t6ipH #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.0,72,Sun Sep 23 23:54:18 +0000 2018,1.0,0.0,0.0,@Raconner12 You're almost there! Click https://t.co/UtLodrAWJs to confirm #NationalPreparedness + 🚨,FOX
0.361,73,Sun Sep 23 23:54:13 +0000 2018,0.839,0.0,0.161,@Neel_214 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/NriFpMvGrX,FOX
0.361,74,Sun Sep 23 23:54:10 +0000 2018,0.839,0.0,0.161,@cloud10277 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/ozYUm227oc,FOX
0.361,75,Sun Sep 23 23:54:07 +0000 2018,0.839,0.0,0.161,@dodo74 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/8UDL5R89qV,FOX
0.0,76,Sun Sep 23 23:54:06 +0000 2018,1.0,0.0,0.0,@dreamwithfaith You're almost there! Click https://t.co/nm4WB4EfHk to confirm #NationalPreparedness + 🚨,FOX
0.801,77,Sun Sep 23 23:54:06 +0000 2018,0.556,0.0,0.444,@CrazyLady240 Congrats! You successfully ordered your #NationalPreparedness + 🚨 kit!,FOX
0.361,78,Sun Sep 23 23:53:58 +0000 2018,0.839,0.0,0.161,@crohlig Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/0UzBLBOvqG,FOX
0.0,79,Sun Sep 23 23:53:44 +0000 2018,1.0,0.0,0.0,@KerryH0we Click to confirm your order https://t.co/9zcDLK9THd #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.361,80,Sun Sep 23 23:53:40 +0000 2018,0.839,0.0,0.161,@dmode305 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/SwFE7VCUho,FOX
0.0,81,Sun Sep 23 23:44:19 +0000 2018,1.0,0.0,0.0,@missellenne Click to confirm your order https://t.co/KlteCdl48N #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.361,82,Sun Sep 23 23:44:17 +0000 2018,0.839,0.0,0.161,@Epaq81 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/U9uyE3o4gL,FOX
0.361,83,Sun Sep 23 23:44:17 +0000 2018,0.839,0.0,0.161,@jgonza49546846 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/huC2EXJjFW,FOX
0.0,84,Sun Sep 23 23:44:15 +0000 2018,1.0,0.0,0.0,@erockradio You're almost there! Click https://t.co/SkyNHJUcTS to confirm #NationalPreparedness + 🚨,FOX
0.801,85,Sun Sep 23 23:44:12 +0000 2018,0.556,0.0,0.444,@KrabbyKam Congrats! You successfully ordered your #NationalPreparedness + 🚨 kit!,FOX
0.361,86,Sun Sep 23 23:44:07 +0000 2018,0.839,0.0,0.161,@vfarrish77 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/9T7ymqnkoO,FOX
0.361,87,Sun Sep 23 23:44:06 +0000 2018,0.839,0.0,0.161,@Heydare Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/RKfBHDPVpY,FOX
0.0,88,Sun Sep 23 23:44:04 +0000 2018,1.0,0.0,0.0,@hello_amanda Click to confirm your order https://t.co/IVgK70fyRZ #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.0,89,Sun Sep 23 23:43:56 +0000 2018,1.0,0.0,0.0,@jesuscruz0501 Got your order! #NationalPreparedness + 🚨 is on it's way with @911onFOX and @ResidentonFOX,FOX
0.0,90,Sun Sep 23 23:43:45 +0000 2018,1.0,0.0,0.0,@melwoon Got your order! #NationalPreparedness + 🚨 is on it's way with @911onFOX and @ResidentonFOX,FOX
0.361,91,Sun Sep 23 23:43:27 +0000 2018,0.839,0.0,0.161,@thetyrantseye Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/jjwzxab5l2,FOX
0.0,92,Sun Sep 23 23:42:57 +0000 2018,1.0,0.0,0.0,@jenwisdom Click to confirm your order https://t.co/jYmHbWKg71 #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.801,93,Sun Sep 23 23:42:46 +0000 2018,0.556,0.0,0.444,@jecheng Congrats! You successfully ordered your #NationalPreparedness + 🚨 kit!,FOX
0.801,94,Sun Sep 23 23:42:33 +0000 2018,0.556,0.0,0.444,@Daaaarrr1 Congrats! You successfully ordered your #NationalPreparedness + 🚨 kit!,FOX
0.0,95,Sun Sep 23 23:42:27 +0000 2018,1.0,0.0,0.0,@kayrockit5000 Click to confirm your order https://t.co/au3Tw1FbSh #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
0.361,96,Sun Sep 23 23:42:24 +0000 2018,0.839,0.0,0.161,@jesuscruz0501 Ready for #NationalPreparedness + 🚨  Click here to confirm your order https://t.co/d5Kp6zpfqU,FOX
0.0,97,Sun Sep 23 23:42:02 +0000 2018,1.0,0.0,0.0,@so_its_karla Click to confirm your order https://t.co/hsLuHXKiBZ #NationalPreparedness + 🚨 @911onFOX and @ResidentonFOX,FOX
